Id,Job,Company,Address,Deadline,URL
362,रिशेप्सनिष्ट (Female),लिधंसा बचत तथा ऋण सहकारी संस्था लि.,"Chabahil, Kathmandu","April 3, 2019, 5 p.m.",www.merojobs.com/receptionist-1095/
363,Executive Secretary- Female,Paradise International P. Ltd.,"Kupondole, Lalitpur, Nepal","April 3, 2019, 5 p.m.",www.merojobs.com/front-officesecretarial/
364,रिसेप्सनिष्ट,एक प्रतिष्ठित सहकारी,"Kalanki, Kathmandu","April 4, 2019, 5 p.m.",www.merojobs.com/female-8/
365,Architect / Interior Designer,Studio MRAA,"Panipokhari, Kathamandu","April 6, 2019, 11:55 p.m.",www.merojobs.com/facebook/login/
366,Draft Person,A Reputed Construction Company,Kathmandu,"April 4, 2019, 11:55 p.m.",www.merojobs.com/google/login/?method=oauth2
367,Security Guard,Guheshwari Boarding High School,"Bansbari, Kathmandu","April 7, 2019, 5 p.m.",www.merojobs.com/facebook/login/
368,Secondary Level Teachers,Nightingale International Secondary School,"Kathmandu, Nepal","April 8, 2019, 11:55 p.m.",www.merojobs.com/facebook/login/
369,Counselor,Maple International Education,"Putalisadak, Kathmandu","April 10, 2019, 11:55 p.m.",www.merojobs.com/google/login/?method=oauth2
370,Operation Manager,Times Remit,Kathmandu,"April 8, 2019, 11:55 p.m.",www.merojobs.com/secondary-level-teachers-30/
371,Sr. Executive – Accounts,Flash Freight Logistics,"Based in HQ, Pulchowk Lalitpur","April 6, 2019, 11:55 p.m.",www.merojobs.com/counselor-281/
372,Executive – Accounts,Flash Freight Logistics,"Based in HQ, Pulchowk Lalitpur","April 6, 2019, 11:55 p.m.",www.merojobs.com/operation-manager-82/
373,Primary Academic Coordinator (Female),Euro School,"Tinkune, Kathmandu","April 5, 2019, 11:55 p.m.",www.merojobs.com/facebook/login/
374,Counselor (Europe),Wide Range International,"Kathmandu, Nepal","April 7, 2019, 11:55 p.m.",www.merojobs.com/google/login/?method=oauth2
375,Counselor (Australia/New zealand),Wide Range International,"Kathmandu, Nepal","April 7, 2019, 11:55 p.m.",www.merojobs.com/primary-academic-coordinator-2/
376,In charge (Primary Level),Aksharaa School,"Pepsicola, Kandaghari, Kathmandu","April 3, 2019, 11:59 p.m.",www.merojobs.com/counselor-europe-2/
377,English Teacher,Aksharaa School,"Pepsicola, Kandaghari, Kathmandu","April 3, 2019, 11:59 p.m.",www.merojobs.com/counselor-australianew-zealand/
378,Sales/Marketing Manager,MiDas Technologies,Kathmandu,"April 15, 2019, 11:55 p.m.",www.merojobs.com/facebook/login/
379,Customer Counselor (Written English),Yodha,New Baneshwor,"April 20, 2019, 11:59 p.m.",www.merojobs.com/google/login/?method=oauth2
380,Marketing Executive,An Education Institution,"Kathmandu, Nepal","April 9, 2019, 11:55 p.m.",www.merojobs.com/salesmarketing-officer-5/
381,Marketing Officer,An Education Institution,"Kathmandu, Nepal","April 9, 2019, 11:55 p.m.",www.merojobs.com/customer-counselor-written-english-20/
382,Business Development Officer,A Reputed Construction Company,Basundhara,"April 4, 2019, 11:55 p.m.",www.merojobs.com/marketing-executive-784/
383,Accountant,Wilson Academy,Basundhara,"April 5, 2019, 11:55 p.m.",www.merojobs.com/facebook/login/
384,Senior Accountant,A Reputed Construction Company,Basundhara,"April 4, 2019, 11:55 p.m.",www.merojobs.com/google/login/?method=oauth2
385,Accountant,A Reputed Construction Company,"Kathmandu, Nepal","April 4, 2019, 11:55 p.m.",www.merojobs.com/accountant-1354/
386,Management Trainees – Few,Max Digital TV,"Kathmandu, Nepal","April 6, 2019, 11:55 p.m.",www.merojobs.com/senior-accountant-184/
387,Sales Man/Girl,Power and Lighting Solutions Pvt. Ltd.,"Kathmandu, Nepal","April 11, 2019, 5 p.m.",www.merojobs.com/facebook/login/
388,Tour Sales Executive,Holiday Company,"Kupondole, Lalitpur, Nepal","April 3, 2019, 5 p.m.",www.merojobs.com/google/login/?method=oauth2
389,Public Relation Officer - PRO,Paradise International P. Ltd.,Nepal,"April 3, 2019, 5 p.m.",www.merojobs.com/sales-mangirl/
390,Sales Executive,Siddhartha Sunrise Industries Pvt. Ltd.,"Itahari, Birgunj, Butwal, Nepalgunj & Pokhara","April 5, 2019, 5 p.m.",www.merojobs.com/tour-sales-executive/
391,Quality Analyst,EBPearls,Kathmandu,"April 11, 2019, 11:55 p.m.",www.merojobs.com/facebook/login/
